team,season,role,position,shirt_number,full_name,country,is_overseas,birthdate
Real Madrid,1984/1985,Player,Midfielder,,Gallego,Spain,0,1959-02-08
Real Madrid,1984/1985,Player,Midfielder,,Fernando Muñoz,Spain,0,1962-11-26
Real Madrid,1984/1985,Player,Midfielder,,Martín Vázquez,Spain,0,1965-09-25
Real Madrid,1984/1985,Player,Midfielder,,Salmerón,Spain,0,1966-10-23
Real Madrid,1984/1985,Player,Midfielder,,Bernardo,Spain,0,1966-11-04
Real Madrid,1983/1984,Player,Defender,2.0,Chendo,Spain,0,1961-10-12
Real Madrid,1983/1984,Player,Defender,5.0,Sanchís,Spain,0,1965-05-23
Real Madrid,1983/1984,Player,Midfielder,8.0,Míchel,Spain,0,1963-03-23
Real Madrid,1983/1984,Player,Defender,,Isidro,Spain,0,1954-05-24
Real Madrid,1983/1984,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1983/1984,Player,Defender,,Juan José,Spain,0,1957-07-29
Real Madrid,1983/1984,Player,Defender,,John Metgod,Netherlands,1,1958-02-27
Real Madrid,1983/1984,Player,Defender,,Paco Bonet,Spain,0,1959-06-27
Real Madrid,1983/1984,Player,Defender,,Fraile,Spain,0,1960-01-15
Real Madrid,1983/1984,Player,Defender,,Salguero,Spain,0,1960-01-25
Real Madrid,1983/1984,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1983/1984,Player,Forward,,Juanito,Spain,0,1954-11-10
Real Madrid,1983/1984,Player,Forward,,Pineda,Spain,0,1959-01-31
Real Madrid,1983/1984,Player,Forward,,Julio Suárez,Spain,0,1960-07-20
Real Madrid,1983/1984,Player,Forward,,Ito,Spain,0,1961-04-26
Real Madrid,1983/1984,Player,Forward,,Butragueño,Spain,0,1963-07-22
Real Madrid,1983/1984,Player,Forward,,Pardeza,Spain,0,1965-02-08
Real Madrid,1983/1984,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1983/1984,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1983/1984,Player,Goalkeeper,,Agustín,Spain,0,1959-09-10
Real Madrid,1983/1984,Player,Goalkeeper,,Ochotorena,Spain,0,1961-01-16
Real Madrid,1983/1984,Staff,Manager,,Amancio,Spain,0,1939-10-16
Real Madrid,1983/1984,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1983/1984,Player,Midfielder,,Ángel,Spain,0,1952-11-03
Real Madrid,1983/1984,Player,Midfielder,,Uli Stielike,Germany,1,1954-11-15
Real Madrid,1983/1984,Player,Midfielder,,Lozano,Spain,0,1955-08-30
Real Madrid,1983/1984,Player,Midfielder,,San José,Spain,0,1955-10-27
Real Madrid,1983/1984,Player,Midfielder,,Gallego,Spain,0,1959-02-08
Real Madrid,1983/1984,Player,Midfielder,,Bernardo,Spain,0,1960-09-14
Real Madrid,1983/1984,Player,Midfielder,,Martín Vázquez,Spain,0,1965-09-25
Real Madrid,1982/1983,Player,Defender,2.0,Chendo,Spain,0,1961-10-12
Real Madrid,1982/1983,Player,Midfielder,8.0,Míchel,Spain,0,1963-03-23
Real Madrid,1982/1983,Player,Defender,,Isidro,Spain,0,1954-05-24
Real Madrid,1982/1983,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1982/1983,Player,Defender,,Juan José,Spain,0,1957-07-29
Real Madrid,1982/1983,Player,Defender,,John Metgod,Netherlands,1,1958-02-27
Real Madrid,1982/1983,Player,Defender,,Paco Bonet,Spain,0,1959-06-27
Real Madrid,1982/1983,Player,Defender,,Fraile,Spain,0,1960-01-15
Real Madrid,1982/1983,Player,Defender,,Salguero,Spain,0,1960-01-25
Real Madrid,1982/1983,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1982/1983,Player,Forward,,Juanito,Spain,0,1954-11-10
Real Madrid,1982/1983,Player,Forward,,Pineda,Spain,0,1959-01-31
Real Madrid,1982/1983,Player,Forward,,Ito,Spain,0,1961-04-26
Real Madrid,1982/1983,Player,Forward,,Cholo,Spain,0,1962-04-02
Real Madrid,1982/1983,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1982/1983,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1982/1983,Player,Goalkeeper,,Agustín,Spain,0,1959-09-10
Real Madrid,1982/1983,Player,Goalkeeper,,Ochotorena,Spain,0,1961-01-16
Real Madrid,1982/1983,Staff,Manager,,Alfredo Di Stéfano,Argentina,1,1926-07-04
Real Madrid,1982/1983,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1982/1983,Player,Midfielder,,Ángel,Spain,0,1952-11-03
Real Madrid,1982/1983,Player,Midfielder,,García Hernández,Spain,0,1954-07-08
Real Madrid,1982/1983,Player,Midfielder,,Uli Stielike,Germany,1,1954-11-15
Real Madrid,1982/1983,Player,Midfielder,,San José,Spain,0,1955-10-27
Real Madrid,1982/1983,Player,Midfielder,,Portugal,Spain,0,1955-11-28
Real Madrid,1982/1983,Player,Midfielder,,Juan Acosta,Uruguay,1,1957-05-08
Real Madrid,1982/1983,Player,Midfielder,,Gallego,Spain,0,1959-02-08
Real Madrid,1981/1982,Player,Defender,2.0,Chendo,Spain,0,1961-10-12
Real Madrid,1981/1982,Player,Midfielder,8.0,Míchel,Spain,0,1963-03-23
Real Madrid,1981/1982,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1981/1982,Player,Defender,,Isidro,Spain,0,1954-05-24
Real Madrid,1981/1982,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1981/1982,Player,Defender,,Sabido,Spain,0,1957-11-13
Real Madrid,1981/1982,Player,Defender,,García Cortés,Spain,0,1958-01-18
Real Madrid,1981/1982,Player,Defender,,García Navajas,Spain,0,1958-03-08
Real Madrid,1981/1982,Player,Defender,,Casimiro,Spain,0,1959-06-18
Real Madrid,1981/1982,Player,Defender,,Espinosa,Spain,0,1959-07-28
Real Madrid,1981/1982,Player,Defender,,Fraile,Spain,0,1960-01-15
Real Madrid,1981/1982,Player,Defender,,Salguero,Spain,0,1960-01-25
Real Madrid,1981/1982,Player,Defender,,Juliá,Spain,0,1961-07-11
Real Madrid,1981/1982,Player,Defender,,Juanito,Spain,0,1961-08-24
Real Madrid,1981/1982,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1981/1982,Player,Forward,,Juanito,Spain,0,1954-11-10
Real Madrid,1981/1982,Player,Forward,,Laurie Cunningham,England,1,1956-03-08
Real Madrid,1981/1982,Player,Forward,,Pineda,Spain,0,1959-01-31
Real Madrid,1981/1982,Player,Forward,,López Miro,Spain,0,1960-11-29
Real Madrid,1981/1982,Player,Forward,,Ito,Spain,0,1961-04-26
Real Madrid,1981/1982,Player,Forward,,Serrano,Spain,0,1962-09-11
Real Madrid,1981/1982,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1981/1982,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1981/1982,Player,Goalkeeper,,Agustín,Spain,0,1959-09-10
Real Madrid,1981/1982,Player,Goalkeeper,,Ochotorena,Spain,0,1961-01-16
Real Madrid,1981/1982,Staff,Manager,,Vujadin Boškov,Serbia,1,1931-05-16
Real Madrid,1981/1982,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1981/1982,Player,Midfielder,,Ángel,Spain,0,1952-11-03
Real Madrid,1981/1982,Player,Midfielder,,Carcelén,Spain,0,1954-04-28
Real Madrid,1981/1982,Player,Midfielder,,García Hernández,Spain,0,1954-07-08
Real Madrid,1981/1982,Player,Midfielder,,Uli Stielike,Germany,1,1954-11-15
Real Madrid,1981/1982,Player,Midfielder,,San José,Spain,0,1955-10-27
Real Madrid,1981/1982,Player,Midfielder,,Gallego,Spain,0,1959-02-08
Real Madrid,1981/1982,Player,Midfielder,,Bernardo,Spain,0,1960-09-14
Real Madrid,1981/1982,Player,Midfielder,,Francis,Spain,0,1962-12-18
Real Madrid,1980/1981,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1980/1981,Player,Defender,,Isidro,Spain,0,1954-05-24
Real Madrid,1980/1981,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1980/1981,Player,Defender,,Pérez García,Spain,0,1957-10-16
Real Madrid,1980/1981,Player,Defender,,Sabido,Spain,0,1957-11-13
Real Madrid,1980/1981,Player,Defender,,García Cortés,Spain,0,1958-01-18
Real Madrid,1980/1981,Player,Defender,,García Navajas,Spain,0,1958-03-08
Real Madrid,1980/1981,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1980/1981,Player,Forward,,Juanito,Spain,0,1954-11-10
Real Madrid,1980/1981,Player,Forward,,Laurie Cunningham,England,1,1956-03-08
Real Madrid,1980/1981,Player,Forward,,Rincón,Spain,0,1957-04-28
Real Madrid,1980/1981,Player,Forward,,Pineda,Spain,0,1959-01-31
Real Madrid,1980/1981,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1980/1981,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1980/1981,Player,Goalkeeper,,Agustín,Spain,0,1959-09-10
Real Madrid,1980/1981,Staff,Manager,,Vujadin Boškov,Serbia,1,1931-05-16
Real Madrid,1980/1981,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1980/1981,Player,Midfielder,,Ángel,Spain,0,1952-11-03
Real Madrid,1980/1981,Player,Midfielder,,García Hernández,Spain,0,1954-07-08
Real Madrid,1980/1981,Player,Midfielder,,Uli Stielike,Germany,1,1954-11-15
Real Madrid,1980/1981,Player,Midfielder,,San José,Spain,0,1955-10-27
Real Madrid,1980/1981,Player,Midfielder,,Portugal,Spain,0,1955-11-28
Real Madrid,1980/1981,Player,Midfielder,,Gallego,Spain,0,1959-02-08
Real Madrid,1979/1980,Player,Defender,,Pirri,Spain,0,1945-03-11
Real Madrid,1979/1980,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1979/1980,Player,Defender,,Isidro,Spain,0,1954-05-24
Real Madrid,1979/1980,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1979/1980,Player,Defender,,Pérez García,Spain,0,1957-10-16
Real Madrid,1979/1980,Player,Defender,,Sabido,Spain,0,1957-11-13
Real Madrid,1979/1980,Player,Defender,,García Navajas,Spain,0,1958-03-08
Real Madrid,1979/1980,Player,Forward,,Roberto Martínez,Argentina,1,1945-09-25
Real Madrid,1979/1980,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1979/1980,Player,Forward,,Juanito,Spain,0,1954-11-10
Real Madrid,1979/1980,Player,Forward,,Laurie Cunningham,England,1,1956-03-08
Real Madrid,1979/1980,Player,Forward,,Rincón,Spain,0,1957-04-28
Real Madrid,1979/1980,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1979/1980,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1979/1980,Staff,Manager,,Vujadin Boškov,Serbia,1,1931-05-16
Real Madrid,1979/1980,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1979/1980,Player,Midfielder,,Ángel,Spain,0,1952-11-03
Real Madrid,1979/1980,Player,Midfielder,,García Hernández,Spain,0,1954-07-08
Real Madrid,1979/1980,Player,Midfielder,,Uli Stielike,Germany,1,1954-11-15
Real Madrid,1979/1980,Player,Midfielder,,San José,Spain,0,1955-10-27
Real Madrid,1979/1980,Player,Midfielder,,Portugal,Spain,0,1955-11-28
Real Madrid,1978/1979,Player,Defender,,Pirri,Spain,0,1945-03-11
Real Madrid,1978/1979,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1978/1979,Player,Defender,,Sol,Spain,0,1947-09-13
Real Madrid,1978/1979,Player,Defender,,Enrique Wolff,Argentina,1,1949-02-21
Real Madrid,1978/1979,Player,Defender,,Isidro,Spain,0,1954-05-24
Real Madrid,1978/1979,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1978/1979,Player,Defender,,Sabido,Spain,0,1957-11-13
Real Madrid,1978/1979,Player,Defender,,García Cortés,Spain,0,1958-01-18
Real Madrid,1978/1979,Player,Forward,,Roberto Martínez,Argentina,1,1945-09-25
Real Madrid,1978/1979,Player,Forward,,Carlos Guerini,Argentina,1,1949-03-10
Real Madrid,1978/1979,Player,Forward,,Aguilar,Spain,0,1949-03-26
Real Madrid,1978/1979,Player,Forward,,Henning Jensen,Denmark,1,1949-08-17
Real Madrid,1978/1979,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1978/1979,Player,Forward,,Juanito,Spain,0,1954-11-10
Real Madrid,1978/1979,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1978/1979,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1978/1979,Player,Goalkeeper,,Maté,Spain,0,1957-10-17
Real Madrid,1978/1979,Staff,Manager,,Molowny,Spain,0,1925-05-12
Real Madrid,1978/1979,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1978/1979,Player,Midfielder,,García Hernández,Spain,0,1954-07-08
Real Madrid,1978/1979,Player,Midfielder,,Uli Stielike,Germany,1,1954-11-15
Real Madrid,1978/1979,Player,Midfielder,,San José,Spain,0,1955-10-27
Real Madrid,1978/1979,Player,Midfielder,,Vitoria,Spain,0,1956-01-11
Real Madrid,1977/1978,Player,Defender,,Pirri,Spain,0,1945-03-11
Real Madrid,1977/1978,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1977/1978,Player,Defender,,Sol,Spain,0,1947-09-13
Real Madrid,1977/1978,Player,Defender,,Enrique Wolff,Argentina,1,1949-02-21
Real Madrid,1977/1978,Player,Defender,,Isidro,Spain,0,1954-05-24
Real Madrid,1977/1978,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1977/1978,Player,Defender,,Sabido,Spain,0,1957-11-13
Real Madrid,1977/1978,Player,Forward,,Roberto Martínez,Argentina,1,1945-09-25
Real Madrid,1977/1978,Player,Forward,,Carlos Guerini,Argentina,1,1949-03-10
Real Madrid,1977/1978,Player,Forward,,Aguilar,Spain,0,1949-03-26
Real Madrid,1977/1978,Player,Forward,,Henning Jensen,Denmark,1,1949-08-17
Real Madrid,1977/1978,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1977/1978,Player,Forward,,Macanás,Spain,0,1953-02-15
Real Madrid,1977/1978,Player,Forward,,Juanito,Spain,0,1954-11-10
Real Madrid,1977/1978,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1977/1978,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1977/1978,Player,Goalkeeper,,Amador,Spain,0,1954-09-09
Real Madrid,1977/1978,Staff,Manager,,Molowny,Spain,0,1925-05-12
Real Madrid,1977/1978,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1977/1978,Player,Midfielder,,Uli Stielike,Germany,1,1954-11-15
Real Madrid,1977/1978,Player,Midfielder,,San José,Spain,0,1955-10-27
Real Madrid,1977/1978,Player,Midfielder,,Vitoria,Spain,0,1956-01-11
Real Madrid,1976/1977,Player,Defender,,Pirri,Spain,0,1945-03-11
Real Madrid,1976/1977,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1976/1977,Player,Defender,,Sol,Spain,0,1947-09-13
Real Madrid,1976/1977,Player,Defender,,Andrés Ponce,Spain,0,1949-03-23
Real Madrid,1976/1977,Player,Defender,,Rubiñan,Spain,0,1949-09-11
Real Madrid,1976/1977,Player,Defender,,Uría,Spain,0,1950-02-01
Real Madrid,1976/1977,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1976/1977,Player,Forward,,Roberto Martínez,Argentina,1,1945-09-25
Real Madrid,1976/1977,Player,Forward,,Carlos Guerini,Argentina,1,1949-03-10
Real Madrid,1976/1977,Player,Forward,,Aguilar,Spain,0,1949-03-26
Real Madrid,1976/1977,Player,Forward,,Sánchez Barrios,Spain,0,1949-04-28
Real Madrid,1976/1977,Player,Forward,,Henning Jensen,Denmark,1,1949-08-17
Real Madrid,1976/1977,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1976/1977,Player,Forward,,Macanás,Spain,0,1953-02-15
Real Madrid,1976/1977,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1976/1977,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1976/1977,Staff,Manager,,Miljan Miljanić,North Macedonia,1,1930-05-04
Real Madrid,1976/1977,Player,Midfielder,,Velázquez,Spain,0,1943-01-24
Real Madrid,1976/1977,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1976/1977,Player,Midfielder,,Paul Breitner,Germany,1,1951-09-05
Real Madrid,1976/1977,Player,Midfielder,,San José,Spain,0,1955-10-27
Real Madrid,1976/1977,Player,Midfielder,,Vitoria,Spain,0,1956-01-11
Real Madrid,1975/1976,Player,Defender,,José Luis,Spain,0,1943-05-21
Real Madrid,1975/1976,Player,Defender,,Juan Touriño,Argentina,1,1944-07-14
Real Madrid,1975/1976,Player,Defender,,Pirri,Spain,0,1945-03-11
Real Madrid,1975/1976,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1975/1976,Player,Defender,,Sol,Spain,0,1947-09-13
Real Madrid,1975/1976,Player,Defender,,Andrés Ponce,Spain,0,1949-03-23
Real Madrid,1975/1976,Player,Defender,,Rubiñan,Spain,0,1949-09-11
Real Madrid,1975/1976,Player,Defender,,Uría,Spain,0,1950-02-01
Real Madrid,1975/1976,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1975/1976,Player,Forward,,Amancio,Spain,0,1939-10-16
Real Madrid,1975/1976,Player,Forward,,Grosso,Spain,0,1943-12-08
Real Madrid,1975/1976,Player,Forward,,Roberto Martínez,Argentina,1,1945-09-25
Real Madrid,1975/1976,Player,Forward,,Carlos Guerini,Argentina,1,1949-03-10
Real Madrid,1975/1976,Player,Forward,,Aguilar,Spain,0,1949-03-26
Real Madrid,1975/1976,Player,Forward,,Sánchez Barrios,Spain,0,1949-04-28
Real Madrid,1975/1976,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1975/1976,Player,Forward,,Macanás,Spain,0,1953-02-15
Real Madrid,1975/1976,Player,Forward,,Rincón,Spain,0,1957-04-28
Real Madrid,1975/1976,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1975/1976,Player,Goalkeeper,,Corral,Spain,0,1949-06-28
Real Madrid,1975/1976,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1975/1976,Staff,Manager,,Miljan Miljanić,North Macedonia,1,1930-05-04
Real Madrid,1975/1976,Player,Midfielder,,Velázquez,Spain,0,1943-01-24
Real Madrid,1975/1976,Player,Midfielder,,Günter Netzer,Germany,1,1944-09-14
Real Madrid,1975/1976,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1975/1976,Player,Midfielder,,Paul Breitner,Germany,1,1951-09-05
Real Madrid,1975/1976,Player,Midfielder,,Vitoria,Spain,0,1956-01-11
Real Madrid,1974/1975,Player,Defender,,José Luis,Spain,0,1943-05-21
Real Madrid,1974/1975,Player,Defender,,Juan Touriño,Argentina,1,1944-07-14
Real Madrid,1974/1975,Player,Defender,,Pirri,Spain,0,1945-03-11
Real Madrid,1974/1975,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1974/1975,Player,Defender,,Verdugo,Spain,0,1949-05-25
Real Madrid,1974/1975,Player,Defender,,Rubiñan,Spain,0,1949-09-11
Real Madrid,1974/1975,Player,Defender,,Uría,Spain,0,1950-02-01
Real Madrid,1974/1975,Player,Defender,,Heredia,Spain,0,1951-11-01
Real Madrid,1974/1975,Player,Defender,,Morgado,Spain,0,1952-10-24
Real Madrid,1974/1975,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1974/1975,Player,Forward,,Amancio,Spain,0,1939-10-16
Real Madrid,1974/1975,Player,Forward,,Grosso,Spain,0,1943-12-08
Real Madrid,1974/1975,Player,Forward,,Roberto Martínez,Argentina,1,1945-09-25
Real Madrid,1974/1975,Player,Forward,,Aguilar,Spain,0,1949-03-26
Real Madrid,1974/1975,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1974/1975,Player,Forward,,Macanás,Spain,0,1953-02-15
Real Madrid,1974/1975,Player,Goalkeeper,,Junquera,Spain,0,1946-04-23
Real Madrid,1974/1975,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1974/1975,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1974/1975,Staff,Manager,,Miljan Miljanić,North Macedonia,1,1930-05-04
Real Madrid,1974/1975,Player,Midfielder,,Velázquez,Spain,0,1943-01-24
Real Madrid,1974/1975,Player,Midfielder,,Günter Netzer,Germany,1,1944-09-14
Real Madrid,1974/1975,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1974/1975,Player,Midfielder,,Paul Breitner,Germany,1,1951-09-05
Real Madrid,1974/1975,Player,Midfielder,,Vitoria,Spain,0,1956-01-11
Real Madrid,1973/1974,Player,Defender,,José Luis,Spain,0,1943-05-21
Real Madrid,1973/1974,Player,Defender,,Juan Touriño,Argentina,1,1944-07-14
Real Madrid,1973/1974,Player,Defender,,Pirri,Spain,0,1945-03-11
Real Madrid,1973/1974,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1973/1974,Player,Defender,,Andrés Ponce,Spain,0,1949-03-23
Real Madrid,1973/1974,Player,Defender,,Verdugo,Spain,0,1949-05-25
Real Madrid,1973/1974,Player,Defender,,Rubiñan,Spain,0,1949-09-11
Real Madrid,1973/1974,Player,Defender,,Morgado,Spain,0,1952-10-24
Real Madrid,1973/1974,Player,Defender,,Camacho,Spain,0,1955-06-08
Real Madrid,1973/1974,Player,Forward,,Amancio,Spain,0,1939-10-16
Real Madrid,1973/1974,Player,Forward,,Grosso,Spain,0,1943-12-08
Real Madrid,1973/1974,Player,Forward,,Oscar Mas,Argentina,1,1946-10-29
Real Madrid,1973/1974,Player,Forward,,Marañón,Spain,0,1948-07-23
Real Madrid,1973/1974,Player,Forward,,Aguilar,Spain,0,1949-03-26
Real Madrid,1973/1974,Player,Forward,,Planelles,Spain,0,1951-10-26
Real Madrid,1973/1974,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1973/1974,Player,Forward,,Macanás,Spain,0,1953-02-15
Real Madrid,1973/1974,Player,Goalkeeper,,Junquera,Spain,0,1946-04-23
Real Madrid,1973/1974,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1973/1974,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1973/1974,Staff,Manager,,Miljan Miljanić,North Macedonia,1,1930-05-04
Real Madrid,1973/1974,Player,Midfielder,,Zoco,Spain,0,1939-07-31
Real Madrid,1973/1974,Player,Midfielder,,Velázquez,Spain,0,1943-01-24
Real Madrid,1973/1974,Player,Midfielder,,Günter Netzer,Germany,1,1944-09-14
Real Madrid,1973/1974,Player,Midfielder,,Cristóbal Maldonado,Paraguay,1,1950-10-12
Real Madrid,1973/1974,Player,Midfielder,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1972/1973,Player,Defender,,José Luis,Spain,0,1943-05-21
Real Madrid,1972/1973,Player,Defender,,Zunzunegui,Spain,0,1943-10-05
Real Madrid,1972/1973,Player,Defender,,Juan Touriño,Argentina,1,1944-07-14
Real Madrid,1972/1973,Player,Defender,,Pirri,Spain,0,1945-03-11
Real Madrid,1972/1973,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1972/1973,Player,Defender,,Fernández,Spain,0,1948-05-22
Real Madrid,1972/1973,Player,Defender,,Andrés Ponce,Spain,0,1949-03-23
Real Madrid,1972/1973,Player,Defender,,Verdugo,Spain,0,1949-05-25
Real Madrid,1972/1973,Player,Forward,,Amancio,Spain,0,1939-10-16
Real Madrid,1972/1973,Player,Forward,,Grosso,Spain,0,1943-12-08
Real Madrid,1972/1973,Player,Forward,,Eduardo Anzarda,Argentina,1,1944-02-21
Real Madrid,1972/1973,Player,Forward,,González,Spain,0,1947-04-13
Real Madrid,1972/1973,Player,Forward,,Marañón,Spain,0,1948-07-23
Real Madrid,1972/1973,Player,Forward,,Aguilar,Spain,0,1949-03-26
Real Madrid,1972/1973,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1972/1973,Player,Forward,,Macanás,Spain,0,1953-02-15
Real Madrid,1972/1973,Player,Goalkeeper,,Junquera,Spain,0,1946-04-23
Real Madrid,1972/1973,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1972/1973,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1972/1973,Staff,Manager,,Miguel Muñoz,Spain,0,1922-01-19
Real Madrid,1972/1973,Player,Midfielder,,Zoco,Spain,0,1939-07-31
Real Madrid,1972/1973,Player,Midfielder,,Velázquez,Spain,0,1943-01-24
Real Madrid,1972/1973,Player,Midfielder,,Grande,Spain,0,1947-09-17
Real Madrid,1972/1973,Player,Midfielder,,Fermin,Spain,0,1948-03-14
Real Madrid,1971/1972,Player,Defender,,José Luis,Spain,0,1943-05-21
Real Madrid,1971/1972,Player,Defender,,Zunzunegui,Spain,0,1943-10-05
Real Madrid,1971/1972,Player,Defender,,Juan Touriño,Argentina,1,1944-07-14
Real Madrid,1971/1972,Player,Defender,,De Felipe,Spain,0,1944-07-18
Real Madrid,1971/1972,Player,Defender,,Pirri,Spain,0,1945-03-11
Real Madrid,1971/1972,Player,Defender,,Benito,Spain,0,1946-10-21
Real Madrid,1971/1972,Player,Defender,,Verdugo,Spain,0,1949-05-25
Real Madrid,1971/1972,Player,Forward,,Amancio,Spain,0,1939-10-16
Real Madrid,1971/1972,Player,Forward,,Grosso,Spain,0,1943-12-08
Real Madrid,1971/1972,Player,Forward,,Eduardo Anzarda,Argentina,1,1944-02-21
Real Madrid,1971/1972,Player,Forward,,Ortuño,Spain,0,1944-10-12
Real Madrid,1971/1972,Player,Forward,,Sebastián Fleitas,Paraguay,1,1947-02-25
Real Madrid,1971/1972,Player,Forward,,González,Spain,0,1947-04-13
Real Madrid,1971/1972,Player,Forward,,Marañón,Spain,0,1948-07-23
Real Madrid,1971/1972,Player,Forward,,Aguilar,Spain,0,1949-03-26
Real Madrid,1971/1972,Player,Forward,,Santillana,Spain,0,1952-08-23
Real Madrid,1971/1972,Player,Goalkeeper,,Junquera,Spain,0,1946-04-23
Real Madrid,1971/1972,Player,Goalkeeper,,Miguel Ángel,Spain,0,1947-12-24
Real Madrid,1971/1972,Player,Goalkeeper,,Corral,Spain,0,1949-06-28
Real Madrid,1971/1972,Player,Goalkeeper,,García Remón,Spain,0,1950-09-30
Real Madrid,1971/1972,Staff,Manager,,Miguel Muñoz,Spain,0,1922-01-19
Real Madrid,1971/1972,Player,Midfielder,,Zoco,Spain,0,1939-07-31
Real Madrid,1971/1972,Player,Midfielder,,Velázquez,Spain,0,1943-01-24
Real Madrid,1971/1972,Player,Midfielder,,Grande,Spain,0,1947-09-17
Real Madrid,1970/1971,Player,Defender,,Sanchis,Spain,0,1938-03-26
Real Madrid,1970/1971,Player,Defender,,Calpe,Spain,0,1940-04-04
Real Madrid,1970/1971,Player,Defender,,José Luis,Spain,0,1943-05-21
